id,fitnesses,EdgePerNodeRatio,estimated_mean_z
69713,75.35539215686275,4.3125,0.07959148281530902
53659,97.84272875816993,4.25,0.07405008015874479
174047,84.26307189542484,4.3125,0.0712985608833752
187496,77.05228758169935,5.0,0.0687509421697081
