genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [11,12])}",{'brightness': 14.640522875816993},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [11,12])}",{'brightness': 14.640522875816993},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'trajectory': 0.00025745470752039465, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'trajectory': -0.0002013607267414586, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [11,12])}",{'brightness': 10.326797385620916},"{'trajectory': -1.3517648166849103e-05, 'white_gazing': 0.103267973856209}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'trajectory': -0.0002194522197098011, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 10.326797385620916},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.103267973856209}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 10.326797385620916},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.103267973856209}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 10.326797385620916},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.103267973856209}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 10.326797385620916},"{'trajectory': -1.2449340371336245e-05, 'white_gazing': 0.103267973856209}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'trajectory': -0.0002194522197098011, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 10.326797385620916},"{'trajectory': -1.3713672277372122e-05, 'white_gazing': 0.103267973856209}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [10,11])}",{'brightness': 14.640522875816993},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 10.326797385620916},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.103267973856209}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,13])}",{'brightness': 14.640522875816993},"{'trajectory': 0.00025745470752039465, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [11,12])}",{'brightness': 14.640522875816993},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 10.326797385620916},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.103267973856209}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [11,12])}",{'brightness': 14.640522875816993},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [11,12])}",{'brightness': 14.640522875816993},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 19.063180827886708},"{'trajectory': 0.4627082231293648, 'white_gazing': 0.11203279270362937}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 21.764705882352942},"{'trajectory': 0.2944137428274267, 'white_gazing': 0.11058751576111456}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 31.416122004357295},"{'trajectory': 0.480667026233133, 'white_gazing': 0.12541567648939503}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.540305010893245},"{'trajectory': 0.3058987449322975, 'white_gazing': 0.11514662052643486}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'trajectory': 0.00025745470752039465, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [11,12])}",{'brightness': 10.326797385620916},"{'trajectory': -1.3517648166849103e-05, 'white_gazing': 0.103267973856209}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 31.19825708061002},"{'trajectory': 0.056775584325703114, 'white_gazing': 0.13414879040390268}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 19.65141612200436},"{'trajectory': -0.9326427168672852, 'white_gazing': 0.10053915894588898}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'trajectory': -9.092607211213453e-05, 'white_gazing': 0.14578998356278253}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 20.82788671023965},"{'trajectory': 0.2976809622440205, 'white_gazing': 0.11872408291214594}",0
