genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'white_gazing': 0.11872408291214594, 'distance': 0.4385074930857761}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'white_gazing': 0.11872408291214594, 'distance': 0.4385074930857761}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'white_gazing': 0.11872408291214594, 'distance': 0.4385074930857761}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 20.82788671023965},"{'white_gazing': 0.11872408291214594, 'distance': 0.4385074930857761}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'white_gazing': 0.14578998356278253, 'distance': 0.0002450430712617192}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'white_gazing': 0.14578998356278253, 'distance': 0.0002450430712617192}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 25.533769063180827},"{'white_gazing': 0.125478659404982, 'distance': 0.970461602998601}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'white_gazing': 0.11872408291214594, 'distance': 0.4385074930857761}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'white_gazing': 0.14578998356278253, 'distance': 0.0002450430712617192}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'white_gazing': 0.11872408291214594, 'distance': 0.4385074930857761}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.675381263616558},"{'white_gazing': 0.12060949441797876, 'distance': 1.2612663343021908}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'white_gazing': 0.14578998356278253, 'distance': 0.0002450430712617192}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'white_gazing': 0.11872408291214594, 'distance': 0.4385074930857761}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 32.59259259259259},"{'white_gazing': 0.12661210523816796, 'distance': 0.5436488389644163}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.42919389978214},"{'white_gazing': 0.11025122228447296, 'distance': 0.2795366950389665}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 20.82788671023965},"{'white_gazing': 0.11872408291214594, 'distance': 0.4385074930857761}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [10,11])}",{'brightness': 10.326797385620916},"{'white_gazing': 0.103267973856209, 'distance': 5.914868390216319e-16}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.82788671023965},"{'white_gazing': 0.11872408291214594, 'distance': 0.4385074930857761}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 10.326797385620916},"{'white_gazing': 0.103267973856209, 'distance': 5.914868390216319e-16}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 10.326797385620916},"{'white_gazing': 0.103267973856209, 'distance': 5.914868390216319e-16}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'white_gazing': 0.14578998356278253, 'distance': 0.00016127910798384085}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.640522875816993},"{'white_gazing': 0.14578998356278253, 'distance': 3.830224113198735e-05}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 29.586056644880173},"{'white_gazing': 0.11897335921420102, 'distance': 0.8303427329808919}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 33.68191721132897},"{'white_gazing': 0.12686199468808157, 'distance': 0.231234972366626}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 25.533769063180827},"{'white_gazing': 0.125478659404982, 'distance': 0.970461602998601}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 25.533769063180827},"{'white_gazing': 0.125478659404982, 'distance': 0.970461602998601}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 25.533769063180827},"{'white_gazing': 0.125478659404982, 'distance': 0.970461602998601}",0
