genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 20.116194625998546},"{'trajectory': 0.006939994396254471, 'white_gazing': 0.1473324058226316}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 20.319535221496004},"{'trajectory': 0.013964986679217715, 'white_gazing': 0.1430066515180202}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 34.55337690631809},"{'trajectory': 0.04373724451036013, 'white_gazing': 0.13470169742023877}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 17.835875090777048},"{'trajectory': 2, 'white_gazing': 0.1284740661631034}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,13])}",{'brightness': 17.835875090777048},"{'trajectory': 2, 'white_gazing': 0.1284740661631034}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [15,16])}",{'brightness': 17.952069716775597},"{'trajectory': 0.45367908424263576, 'white_gazing': 0.11276992868665563}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [15,16])}",{'brightness': 18.983297022512705},"{'trajectory': 0.5199590715049623, 'white_gazing': 0.1470358641147021}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 17.269426289034133},"{'trajectory': 0.009172557455340838, 'white_gazing': 0.14675993524172185}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [15,16])}",{'brightness': 17.952069716775597},"{'trajectory': 0.45367908424263576, 'white_gazing': 0.11276992868665563}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [15,16])}",{'brightness': 17.35657225853304},"{'trajectory': 0.33043686957487967, 'white_gazing': 0.08763789382146832}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 20.029048656499636},"{'trajectory': 0.010666389149109256, 'white_gazing': 0.14949529401418726}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,14])}",{'brightness': 20.116194625998546},"{'trajectory': 0.006939994396254471, 'white_gazing': 0.1473324058226316}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 22.106027596223672},"{'trajectory': 1.2983563252726995, 'white_gazing': 0.12902137200561942}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,13])}",{'brightness': 14.39360929557008},"{'trajectory': 0.0013536041418367852, 'white_gazing': 0.14393609295570045}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,13])}",{'brightness': 14.39360929557008},"{'trajectory': -3.670891269682665e-07, 'white_gazing': 0.14393609295570045}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,13])}",{'brightness': 34.55337690631809},"{'trajectory': 0.04373724451036013, 'white_gazing': 0.13470169742023877}",0
