genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'trajectory': 0.7516616258833801, 'white_gazing': 0.10957075474069915}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'trajectory': 0.7516616258833801, 'white_gazing': 0.10957075474069915}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 12.331154684095859},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.1233115468409589}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 12.331154684095859},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.1233115468409589}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [15,16])}",{'brightness': 12.331154684095859},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.1233115468409589}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 12.331154684095859},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.1233115468409589}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 16.361655773420477},"{'trajectory': 0.0643372843886593, 'white_gazing': 0.08313973750904463}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 16.13289760348584},"{'trajectory': 0.07076091823610853, 'white_gazing': 0.08375700616187177}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 12.331154684095859},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.1233115468409589}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 12.331154684095859},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.1233115468409589}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'trajectory': 0.7516616258833801, 'white_gazing': 0.10957075474069915}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,15])}",{'brightness': 12.331154684095859},"{'trajectory': 5.914868390216319e-16, 'white_gazing': 0.1233115468409589}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 16.361655773420477},"{'trajectory': 0.0643372843886593, 'white_gazing': 0.08313973750904463}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 18.48583877995642},"{'trajectory': 0.7516616258833801, 'white_gazing': 0.10957075474069915}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 12.331154684095859},"{'trajectory': -1.290766585151155e-05, 'white_gazing': 0.1233115468409589}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.217864923747273},"{'trajectory': 0.0614581920111129, 'white_gazing': 0.08942204937364961}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 15.087145969498911},"{'trajectory': 1.097281522246281, 'white_gazing': 0.10713823046669567}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,15])}",{'brightness': 12.331154684095859},"{'trajectory': -1.5771240842984464e-05, 'white_gazing': 0.1233115468409589}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [10,11])}",{'brightness': 14.40087145969499},"{'trajectory': 0.05190807876331006, 'white_gazing': 0.10263929886804211}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 16.361655773420477},"{'trajectory': 0.0643372843886593, 'white_gazing': 0.08313973750904463}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'trajectory': 0.7516616258833801, 'white_gazing': 0.10957075474069915}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 16.361655773420477},"{'trajectory': 0.0643372843886593, 'white_gazing': 0.08313973750904463}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.037037037037035},"{'trajectory': 0.23027273870775908, 'white_gazing': 0.1079995796931761}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 18.562091503267975},"{'trajectory': -0.05283937762530892, 'white_gazing': 0.12417319332481537}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 15.087145969498911},"{'trajectory': 1.097281522246281, 'white_gazing': 0.10713823046669567}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.037037037037035},"{'trajectory': 0.23027273870775908, 'white_gazing': 0.1079995796931761}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.647058823529413},"{'trajectory': 1.1664187725118165, 'white_gazing': 0.09935961668635285}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 17.483660130718956},"{'trajectory': -0.6254331290637343, 'white_gazing': 0.10975572529255563}",0
