genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 19.11764705882353},"{'white_gazing': 0.09123496331697967, 'distance': 0.20819424093950936}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 19.11764705882353},"{'white_gazing': 0.09123496331697967, 'distance': 0.20819424093950936}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 28.692810457516337},"{'white_gazing': 0.12245345716239987, 'distance': 1.1868586556441167}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 20.065359477124183},"{'white_gazing': 0.13089953327133577, 'distance': 1.42720230469495}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 19.11764705882353},"{'white_gazing': 0.09065791807533877, 'distance': 0.18053420073990348}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 18.823529411764707},"{'white_gazing': 0.1865545364419336, 'distance': 0.00036085582305041557}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 18.823529411764707},"{'white_gazing': 0.1865545364419336, 'distance': 0.00036085582305041557}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 19.411764705882355},"{'white_gazing': 0.1157292215270687, 'distance': 0.9169625556770413}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 18.823529411764707},"{'white_gazing': 0.1865545364419336, 'distance': 0.00036085582305041557}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 18.92156862745098},"{'white_gazing': 0.18789864302602646, 'distance': 0.0007971805641323836}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,13])}",{'brightness': 18.823529411764707},"{'white_gazing': 0.1865545364419336, 'distance': 0.00036085582305041557}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 19.11764705882353},"{'white_gazing': 0.08124624789729547, 'distance': 0.21159567838795593}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 19.11764705882353},"{'white_gazing': 0.09123496331697967, 'distance': 0.20819424093950936}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,13])}",{'brightness': 19.11764705882353},"{'white_gazing': 0.09123496331697967, 'distance': 0.20819424093950936}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 19.11764705882353},"{'white_gazing': 0.10132179539894764, 'distance': 0.13517406726458603}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 19.77124183006536},"{'white_gazing': 0.11705135862581635, 'distance': 1.1462604704392043}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 18.823529411764707},"{'white_gazing': 0.1865545364419336, 'distance': 0.00036085582305041557}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 18.725490196078432},"{'white_gazing': 0.185769840536518, 'distance': 0.0002255280006158558}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 29.346405228758172},"{'white_gazing': 0.13485713360287618, 'distance': 0.2271763179418372}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 12.450980392156863},"{'white_gazing': 0.124509803921568, 'distance': 5.914868390216319e-16}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 26.405228758169937},"{'white_gazing': 0.11825455602327882, 'distance': 0.49156654272117967}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 19.11764705882353},"{'white_gazing': 0.0910903348378554, 'distance': 0.20628011178633232}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 28.692810457516337},"{'white_gazing': 0.12245345716239987, 'distance': 1.1868586556441167}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 28.692810457516337},"{'white_gazing': 0.12245345716239987, 'distance': 1.1868586556441167}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 28.692810457516337},"{'white_gazing': 0.12245345716239987, 'distance': 1.1868586556441167}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 26.1437908496732},"{'white_gazing': 0.11349247469978199, 'distance': 0.6897757068634688}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 28.692810457516337},"{'white_gazing': 0.12245345716239987, 'distance': 1.1868586556441167}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 19.31372549019608},"{'white_gazing': 0.11930561906183404, 'distance': 0.9340495503833115}",0
