genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.611038680319488}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.611038680319488}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 9.145611732620205e-08}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 9.145611732620205e-08}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 9.145611732620205e-08}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 9.145611732620205e-08}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 25.85330428467683},"{'white_gazing': 0.103137027959332, 'distance': 0.015615847911258411}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 32.795933188090046},"{'white_gazing': 0.13378667415067766, 'distance': 0.9761072988984496}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 9.145611732620205e-08}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 9.145611732620205e-08}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,13])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 9.145611732620205e-08}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.570806100217865},"{'white_gazing': 0.10880150832951827, 'distance': 0.9239108088633562}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.611038680319488}",0
