genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'white_gazing': 0.10957075474069915, 'distance': 0.6721631330455222}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'white_gazing': 0.10957075474069915, 'distance': 0.6721631330455222}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 14.901960784313722},"{'white_gazing': 0.11759235053616036, 'distance': 1.5642167453171825}",0
"{VisionData(w=0, h=0), CPPN:8:3([2, 2], [14,16])}",{'brightness': 18.48583877995642},"{'white_gazing': 0.10957075474069915, 'distance': 0.6721631330455222}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [12,15])}",{'brightness': 18.48583877995642},"{'white_gazing': 0.10957075474069915, 'distance': 0.6721631330455222}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'white_gazing': 0.10957075474069915, 'distance': 0.6721631330455222}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'white_gazing': 0.10957075474069915, 'distance': 0.6721631330455222}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.037037037037035},"{'white_gazing': 0.1079995796931761, 'distance': 0.5024412952163098}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 12.331154684095859},"{'white_gazing': 0.1233115468409589, 'distance': 5.914868390216319e-16}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'white_gazing': 0.10957075474069915, 'distance': 0.6721631330455222}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.647058823529413},"{'white_gazing': 0.09935961668635285, 'distance': 1.3661940978636309}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.48583877995642},"{'white_gazing': 0.10957075474069915, 'distance': 0.6721631330455222}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 14.901960784313722},"{'white_gazing': 0.10897361487800274, 'distance': 1.4550241156091583}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 18.562091503267975},"{'white_gazing': 0.12417319332481537, 'distance': 0.1452715009530315}",0
