Avg,Std,Max,QDs
17.465686274509803,0.0,17.465686274509803,17.465686274509803
17.358251633986928,0.10743464052287521,17.465686274509803,34.716503267973856
17.27859477124183,0.1427768639788522,17.465686274509803,51.83578431372549
17.576184640522875,0.5300642560688815,18.468954248366014,70.3047385620915
17.666830065359477,0.5075833573165273,18.468954248366014,88.33415032679738
17.733796296296294,0.4869528734385033,18.468954248366014,106.40277777777777
18.130135387488327,1.0704001230775466,20.508169934640524,126.91094771241829
18.216970121381884,1.0864234896892644,20.508169934640524,127.5187908496732
17.935814950980394,1.2594102222804435,20.508169934640524,143.48651960784312
18.018110021786494,1.2099830728275336,20.508169934640524,162.16299019607843
18.08639705882353,1.1660279618096314,20.508169934640524,180.8639705882353
18.08639705882353,1.1660279618096314,20.508169934640524,180.8639705882353
17.909870766488414,1.244039629032384,20.508169934640524,197.00857843137257
17.841673474945534,1.2123632397227635,20.508169934640524,214.10008169934642
17.841673474945534,1.2123632397227635,20.508169934640524,214.10008169934642
18.017628205128208,1.3146413949135547,20.508169934640524,234.22916666666669
17.871907096171803,1.3714531066990174,20.508169934640524,250.20669934640526
17.848583877995644,1.3278203934900454,20.508169934640524,267.7287581699347
17.848583877995644,1.3278203934900454,20.508169934640524,267.7287581699347
17.848583877995644,1.3278203934900454,20.508169934640524,267.7287581699347
17.848583877995644,1.3278203934900454,20.508169934640524,267.7287581699347
17.848583877995644,1.3278203934900454,20.508169934640524,267.7287581699347
17.848583877995644,1.3278203934900454,20.508169934640524,267.7287581699347
17.890087145969503,1.3140340152148893,20.508169934640524,268.3513071895425
17.897263071895424,1.2726114743957873,20.508169934640524,286.35620915032683
17.9288960375817,1.2691776811414712,20.508169934640524,286.8623366013072
17.930427900326798,1.2668341421431737,20.508169934640524,286.88684640522877
17.930427900326798,1.2668341421431737,20.508169934640524,286.88684640522877
17.930427900326798,1.2668341421431737,20.508169934640524,286.88684640522877
17.960375816993466,1.2348338930217988,20.508169934640524,305.3263888888889
17.960375816993466,1.2348338930217988,20.508169934640524,305.3263888888889
18.000158859840234,1.2112012845260174,20.508169934640524,324.0028594771242
18.000158859840234,1.2112012845260174,20.508169934640524,324.0028594771242
18.071443928448574,1.2170725834363476,20.508169934640524,343.3574346405229
18.071959924320605,1.217056732053924,20.508169934640524,343.36723856209153
18.071959924320605,1.217056732053924,20.508169934640524,343.36723856209153
18.071959924320605,1.217056732053924,20.508169934640524,343.36723856209153
18.071959924320605,1.217056732053924,20.508169934640524,343.36723856209153
18.072131922944617,1.2169712671522583,20.508169934640524,343.37050653594775
18.072131922944617,1.2169712671522583,20.508169934640524,343.37050653594775
