genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 16.176470588235293},"{'trajectory': 0.037243966948889214, 'white_gazing': 0.09861882320194741}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 15.563725490196079},"{'trajectory': -0.0004125259920092283, 'white_gazing': 0.15538730393633277}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 17.22222222222222},"{'trajectory': -0.5417326315549597, 'white_gazing': 0.1129435779408989}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,13])}",{'brightness': 17.22222222222222},"{'trajectory': -0.5417326315549597, 'white_gazing': 0.1129435779408989}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [9,9])}",{'brightness': 19.54248366013072},"{'trajectory': -0.11900650991385034, 'white_gazing': 0.11449804354206083}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [9,9])}",{'brightness': 19.54248366013072},"{'trajectory': -0.11900650991385034, 'white_gazing': 0.11449804354206083}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 17.034313725490197},"{'trajectory': -0.2600877765240706, 'white_gazing': 0.09924697034455085}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [15,16])}",{'brightness': 18.18627450980392},"{'trajectory': 0.040962269874103646, 'white_gazing': 0.1524375452025073}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [15,16])}",{'brightness': 17.965686274509803},"{'trajectory': 0.48860501861367595, 'white_gazing': 0.1222141634159615}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [16,17])}",{'brightness': 15.686274509803921},"{'trajectory': -0.014444402993351022, 'white_gazing': 0.1484781908840112}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [16,17])}",{'brightness': 15.686274509803921},"{'trajectory': -0.014444402993351022, 'white_gazing': 0.1484781908840112}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 16.544117647058822},"{'trajectory': -0.012526777336075141, 'white_gazing': 0.09413451472515706}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 17.22222222222222},"{'trajectory': -0.5417326315549597, 'white_gazing': 0.1129435779408989}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 37.76143790849673},"{'trajectory': -0.05841345526863151, 'white_gazing': 0.2723261030306342}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 23.03104575163399},"{'trajectory': 0.049009509875039985, 'white_gazing': 0.16154474879544392}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [16,17])}",{'brightness': 15.514705882352942},"{'trajectory': 5.904586741565001e-16, 'white_gazing': 0.15514705882352836}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [16,17])}",{'brightness': 15.686274509803921},"{'trajectory': -0.014444402993351022, 'white_gazing': 0.1484781908840112}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [15,17])}",{'brightness': 15.563725490196079},"{'trajectory': -0.0010150426021914385, 'white_gazing': 0.141194126408658}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [9,9])}",{'brightness': 19.54248366013072},"{'trajectory': -0.11900650991385034, 'white_gazing': 0.11449804354206083}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [10,10])}",{'brightness': 19.54248366013072},"{'trajectory': -0.11900650991385034, 'white_gazing': 0.11449804354206083}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 26.25816993464052},"{'trajectory': 0.015321454421659537, 'white_gazing': 0.1752511062395973}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 18.790849673202615},"{'trajectory': -1.7453519962260224, 'white_gazing': 0.10812659681506323}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [9,9])}",{'brightness': 19.54248366013072},"{'trajectory': -0.11900650991385034, 'white_gazing': 0.11449804354206083}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [16,17])}",{'brightness': 16.96078431372549},"{'trajectory': -0.013753943558545432, 'white_gazing': 0.14708638180957573}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 16.519607843137255},"{'trajectory': -0.4775415297179846, 'white_gazing': 0.14528363345895973}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [17,18])}",{'brightness': 19.272875816993466},"{'trajectory': 0.1368030387946855, 'white_gazing': 0.1201009412633178}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 37.76143790849673},"{'trajectory': -0.05841345526863151, 'white_gazing': 0.2723261030306342}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [15,18])}",{'brightness': 15.514705882352942},"{'trajectory': 5.904586741565001e-16, 'white_gazing': 0.15514705882352836}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,13])}",{'brightness': 37.76143790849673},"{'trajectory': -0.05841345526863151, 'white_gazing': 0.2723261030306342}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 26.25816993464052},"{'trajectory': 0.015321454421659537, 'white_gazing': 0.1752511062395973}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 26.25816993464052},"{'trajectory': 0.015321454421659537, 'white_gazing': 0.1752511062395973}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 37.32843137254901},"{'trajectory': -0.04984103383833242, 'white_gazing': 0.19890904514493318}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 37.76143790849673},"{'trajectory': -0.05841345526863151, 'white_gazing': 0.2723261030306342}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [10,11])}",{'brightness': 26.25816993464052},"{'trajectory': 0.015321454421659537, 'white_gazing': 0.1752511062395973}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 22.336601307189543},"{'trajectory': 0.03917839657626812, 'white_gazing': 0.09834124227146165}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 37.76143790849673},"{'trajectory': -0.05841345526863151, 'white_gazing': 0.2723261030306342}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 18.790849673202615},"{'trajectory': -1.7453519962260224, 'white_gazing': 0.10812659681506323}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 23.276143790849677},"{'trajectory': -0.016894071167330434, 'white_gazing': 0.16615833399536517}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,13])}",{'brightness': 21.486928104575163},"{'trajectory': 0.09419863022859529, 'white_gazing': 0.14129731475520477}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 15.53921568627451},"{'trajectory': -0.0008980257436616196, 'white_gazing': 0.15491926819542412}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 21.781045751633986},"{'trajectory': 0.18321988397086636, 'white_gazing': 0.1770521826768228}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 37.76143790849673},"{'trajectory': -0.05841345526863151, 'white_gazing': 0.2723261030306342}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 37.69607843137255},"{'trajectory': -0.042273009842566926, 'white_gazing': 0.2733983136779128}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,14])}",{'brightness': 18.790849673202615},"{'trajectory': -1.7453519962260224, 'white_gazing': 0.10812659681506323}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 37.76143790849673},"{'trajectory': -0.05841345526863151, 'white_gazing': 0.2723261030306342}",0
