genome,fitnesses,descriptors,eval_time
"{VisionData(w=2, h=2), CPPN:8:3([1, 1], [13,14])}",{'brightness': 24.313725490196077},"{'white_gazing': 0.1483114512115316, 'distance': 0.04161613432894498}",0
"{VisionData(w=2, h=2), CPPN:8:3([1, 1], [13,14])}",{'brightness': 24.313725490196077},"{'white_gazing': 0.1483114512115316, 'distance': 0.04161613432894498}",0
"{VisionData(w=2, h=2), CPPN:8:3([1, 1], [13,14])}",{'brightness': 24.313725490196077},"{'white_gazing': 0.1483114512115316, 'distance': 0.04161613432894498}",0
"{VisionData(w=2, h=2), CPPN:8:3([0, 1], [12,15])}",{'brightness': 24.313725490196077},"{'white_gazing': 0.1483114512115316, 'distance': 0.04161613432894498}",0
"{VisionData(w=2, h=2), CPPN:8:3([0, 0], [13,13])}",{'brightness': 21.80101670297749},"{'white_gazing': 0.12272093034090044, 'distance': 0.16121128322988218}",0
"{VisionData(w=2, h=2), CPPN:8:3([0, 0], [13,13])}",{'brightness': 19.970951343500364},"{'white_gazing': 0.12266147236887852, 'distance': 0.15824506668793442}",0
"{VisionData(w=2, h=2), CPPN:8:3([2, 2], [14,16])}",{'brightness': 24.313725490196077},"{'white_gazing': 0.1483114512115316, 'distance': 0.04161613432894498}",0
"{VisionData(w=2, h=2), CPPN:8:3([1, 1], [13,14])}",{'brightness': 20.377632534495277},"{'white_gazing': 0.10997763724398299, 'distance': 0.040597332437015264}",0
"{VisionData(w=2, h=2), CPPN:8:3([0, 0], [13,13])}",{'brightness': 21.80101670297749},"{'white_gazing': 0.12272093034090044, 'distance': 0.16121128322988218}",0
"{VisionData(w=2, h=2), CPPN:8:3([0, 0], [13,13])}",{'brightness': 32.94117647058824},"{'white_gazing': 0.12363823811568982, 'distance': 0.11150434504895358}",0
"{VisionData(w=2, h=2), CPPN:8:3([0, 0], [13,13])}",{'brightness': 21.80101670297749},"{'white_gazing': 0.12272093034090044, 'distance': 0.16121128322988218}",0
"{VisionData(w=2, h=2), CPPN:8:3([0, 0], [13,13])}",{'brightness': 20.726216412490924},"{'white_gazing': 0.15475852036552895, 'distance': 0.05830392987735589}",0
