genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06643760697615544, 'white_gazing': 0.09068306342984411}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06643760697615544, 'white_gazing': 0.09068306342984411}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [18,19])}",{'brightness': 15.53921568627451},"{'trajectory': -0.0003750333213704539, 'white_gazing': 0.1549315887478113}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [18,19])}",{'brightness': 15.53921568627451},"{'trajectory': 0.0005679906993353057, 'white_gazing': 0.15511633350677034}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.00900069046284603, 'white_gazing': 0.13338940989430417}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.769607843137255},"{'trajectory': 0.013434209614264845, 'white_gazing': 0.16105987368168512}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.07024252604139208, 'white_gazing': 0.09352519662002769}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.560597182523031, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.774509803921564},"{'trajectory': -1.036931425184253, 'white_gazing': 0.13110027393041654}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [18,19])}",{'brightness': 15.53921568627451},"{'trajectory': 0.0004680962483366528, 'white_gazing': 0.15492912245588253}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.00900069046284603, 'white_gazing': 0.13338940989430417}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.00900069046284603, 'white_gazing': 0.13338940989430417}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [18,19])}",{'brightness': 15.53921568627451},"{'trajectory': -0.0003750333213704539, 'white_gazing': 0.1549315887478113}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06643760697615544, 'white_gazing': 0.09068306342984411}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [18,19])}",{'brightness': 15.53921568627451},"{'trajectory': 0.00017905646552721235, 'white_gazing': 0.15538356010132812}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06643760697615544, 'white_gazing': 0.09068306342984411}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.00900069046284603, 'white_gazing': 0.13338940989430417}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.560597182523031, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.00900069046284603, 'white_gazing': 0.13338940989430417}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 15.514705882352942},"{'trajectory': 0.32466568343033725, 'white_gazing': 0.10723514304137101}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.560597182523031, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06643760697615544, 'white_gazing': 0.09068306342984411}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.00900069046284603, 'white_gazing': 0.13338940989430417}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.560597182523031, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [13,17])}",{'brightness': 17.769607843137255},"{'trajectory': 0.013434209614264845, 'white_gazing': 0.16105987368168512}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 18.774509803921564},"{'trajectory': -1.036931425184253, 'white_gazing': 0.13110027393041654}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 17.655228758169933},"{'trajectory': 0.21026225229457898, 'white_gazing': 0.11379191210597946}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.560597182523031, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 16.29901960784314},"{'trajectory': 0.011505720082548635, 'white_gazing': 0.13678730759939245}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.794117647058822},"{'trajectory': -0.6140362295931202, 'white_gazing': 0.10289073793956252}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.774509803921564},"{'trajectory': -1.036931425184253, 'white_gazing': 0.13110027393041654}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.9895029553712172, 'white_gazing': 0.10549652449743671}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.560597182523031, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': 0.8758454583441646, 'white_gazing': 0.11287830449279215}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 35.88235294117646},"{'trajectory': -0.8798347905781746, 'white_gazing': 0.125381540303886}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.560597182523031, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.83169934640523},"{'trajectory': 0.301511241222785, 'white_gazing': 0.09929050217431373}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.40686274509804},"{'trajectory': 2, 'white_gazing': 0.10695765361542549}",0
