genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 16.331699346405223},"{'trajectory': 0.06448889471228256, 'white_gazing': 0.09389219941185488}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 16.331699346405223},"{'trajectory': 0.06448889471228256, 'white_gazing': 0.09389219941185488}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': 5.976785242551842e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': 5.976785242551842e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.759803921568627},"{'trajectory': 0.05015156715806305, 'white_gazing': 0.0822528252826199}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06885568819016309, 'white_gazing': 0.0910391236421533}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.6965349962955193, 'white_gazing': 0.12260524381184267}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.7190942440942092, 'white_gazing': 0.1303484749815796}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': 5.976785242551842e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.30392156862745},"{'trajectory': -0.01425014385506586, 'white_gazing': 0.14613506152240474}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.30392156862745},"{'trajectory': -0.01425014385506586, 'white_gazing': 0.14613506152240474}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.30392156862745},"{'trajectory': -0.01425014385506586, 'white_gazing': 0.14613506152240474}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': 5.976785242551842e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06357792355886173, 'white_gazing': 0.0948751826351752}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06953768485597055, 'white_gazing': 0.09031632625997976}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.022875816993462},"{'trajectory': -0.6965349962955193, 'white_gazing': 0.12260524381184267}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.69607843137255},"{'trajectory': 0.09907188659812213, 'white_gazing': 0.11186107829721956}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,13])}",{'brightness': 15.71078431372549},"{'trajectory': 5.976785242551842e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 16.331699346405223},"{'trajectory': 0.06448889471228256, 'white_gazing': 0.09389219941185488}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.6965349962955193, 'white_gazing': 0.12260524381184267}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.30392156862745},"{'trajectory': -0.01425014385506586, 'white_gazing': 0.14613506152240474}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 16.331699346405223},"{'trajectory': 0.06448889471228256, 'white_gazing': 0.09389219941185488}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.30392156862745},"{'trajectory': -0.01425014385506586, 'white_gazing': 0.14613506152240474}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.6965349962955193, 'white_gazing': 0.12260524381184267}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 19.19934640522876},"{'trajectory': -0.8342506930835614, 'white_gazing': 0.1323276791790938}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.7190942440942092, 'white_gazing': 0.1303484749815796}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 17.655228758169933},"{'trajectory': 0.21026225229457898, 'white_gazing': 0.1086956967991476}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.6965349962955193, 'white_gazing': 0.12260524381184267}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.7190942440942092, 'white_gazing': 0.1303484749815796}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.834967320261434},"{'trajectory': -0.6140362295931202, 'white_gazing': 0.1027075680525329}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.6965349962955193, 'white_gazing': 0.12260524381184267}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.9930638642682631, 'white_gazing': 0.10310577466440626}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.7190942440942092, 'white_gazing': 0.1303484749815796}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -0.703977343854258, 'white_gazing': 0.12756856183861864}",0
