genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 1.213911942282971e-07}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 1.213911942282971e-07}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 1.213911942282971e-07}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 1.213911942282971e-07}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 25.85330428467683},"{'white_gazing': 0.103137027959332, 'distance': 0.01557244551523432}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 32.795933188090046},"{'white_gazing': 0.13378667415067766, 'distance': 0.9839002266952159}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 1.213911942282971e-07}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 1.213911942282971e-07}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,13])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 1.213911942282971e-07}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.570806100217865},"{'white_gazing': 0.10880150832951827, 'distance': 0.927770693737096}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 14.422657952069718},"{'white_gazing': 0.14422075211902086, 'distance': 1.213911942282971e-07}",0
"{VisionData(w=0, h=0), CPPN:8:3([2, 2], [14,16])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.56572258533043},"{'white_gazing': 0.12796991003171, 'distance': 1.1264808157052872}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 14.901960784313722},"{'white_gazing': 0.08978683172989431, 'distance': 1.1581253739029913}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 24.241103848946985},"{'white_gazing': 0.11075480890237843, 'distance': 0.5105092491667668}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 25.85330428467683},"{'white_gazing': 0.103137027959332, 'distance': 0.01557244551523432}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 25.85330428467683},"{'white_gazing': 0.103137027959332, 'distance': 0.01557244551523432}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 25.85330428467683},"{'white_gazing': 0.103137027959332, 'distance': 0.01557244551523432}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 30.58823529411764},"{'white_gazing': 0.12169946869027724, 'distance': 0.5725837912888573}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 15.875090777051561},"{'white_gazing': 0.10139161417051896, 'distance': 0.7313645952947013}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.570806100217865},"{'white_gazing': 0.10880150832951827, 'distance': 0.927770693737096}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [12,15])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [12,15])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 31.851851851851855},"{'white_gazing': 0.1359318282198213, 'distance': 0.2823072671395363}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 19.593318809005083},"{'white_gazing': 0.09355308594573983, 'distance': 0.5753917681707278}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 18.896151053013796},"{'white_gazing': 0.11203724667215298, 'distance': 0.8891264758839464}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.570806100217865},"{'white_gazing': 0.10880150832951827, 'distance': 0.927770693737096}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.570806100217865},"{'white_gazing': 0.10880150832951827, 'distance': 0.927770693737096}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.56572258533043},"{'white_gazing': 0.12796991003171, 'distance': 1.1264808157052872}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.570806100217865},"{'white_gazing': 0.10880150832951827, 'distance': 0.927770693737096}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.56572258533043},"{'white_gazing': 0.12796991003171, 'distance': 1.1264808157052872}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.47276688453159},"{'white_gazing': 0.1079026804875746, 'distance': 0.5905569108394726}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.440087145969496},"{'white_gazing': 0.1166741157301177, 'distance': 0.2798181149447302}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 31.851851851851855},"{'white_gazing': 0.1359318282198213, 'distance': 0.2823072671395363}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.570806100217865},"{'white_gazing': 0.10880150832951827, 'distance': 0.927770693737096}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.182280319535224},"{'white_gazing': 0.09531483165722777, 'distance': 1.9766015484300716}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 16.42701525054466},"{'white_gazing': 0.08476023617558143, 'distance': 0.8737933463636691}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.570806100217865},"{'white_gazing': 0.10880150832951827, 'distance': 0.927770693737096}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [12,15])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 30.58823529411764},"{'white_gazing': 0.12169946869027724, 'distance': 0.5725837912888573}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 33.56572258533043},"{'white_gazing': 0.12796991003171, 'distance': 1.1264808157052872}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [12,15])}",{'brightness': 25.85330428467683},"{'white_gazing': 0.103137027959332, 'distance': 0.01557244551523432}",0
"{VisionData(w=0, h=0), CPPN:8:3([2, 2], [14,16])}",{'brightness': 16.848220769789396},"{'white_gazing': 0.11938680294901849, 'distance': 0.16928191574019347}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 14.39360929557008},"{'white_gazing': 0.14393609295570045, 'distance': 5.914868390216319e-16}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.56572258533043},"{'white_gazing': 0.12796991003171, 'distance': 1.1264808157052872}",0
"{VisionData(w=0, h=0), CPPN:8:3([2, 2], [14,16])}",{'brightness': 14.39360929557008},"{'white_gazing': 0.14393609295570045, 'distance': 5.914868390216319e-16}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 30.58823529411764},"{'white_gazing': 0.12169946869027724, 'distance': 0.5725837912888573}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 33.56572258533043},"{'white_gazing': 0.12796991003171, 'distance': 1.1264808157052872}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 30.58823529411764},"{'white_gazing': 0.12169946869027724, 'distance': 0.5725837912888573}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 24.981844589687725},"{'white_gazing': 0.13338119357555037, 'distance': 3.198635632639411}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.11546840958606},"{'white_gazing': 0.11160176992263635, 'distance': 1.6091934357385165}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 24.981844589687725},"{'white_gazing': 0.13338119357555037, 'distance': 3.198635632639411}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.879448075526508},"{'white_gazing': 0.10649722972295096, 'distance': 0.5894056191259256}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 24.981844589687725},"{'white_gazing': 0.13338119357555037, 'distance': 3.198635632639411}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 36.543209876543216},"{'white_gazing': 0.1385579277549258, 'distance': 0.2636991262053493}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [13,16])}",{'brightness': 22.062454611474223},"{'white_gazing': 0.12945555184736585, 'distance': 1.1016133590922863}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [15,16])}",{'brightness': 15.265068990559188},"{'white_gazing': 0.10366369974185373, 'distance': 1.220071662223716}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 14.39360929557008},"{'white_gazing': 0.14393609295570045, 'distance': 5.914868390216319e-16}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 22.062454611474223},"{'white_gazing': 0.12945555184736585, 'distance': 1.1016133590922863}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,15])}",{'brightness': 35.59912854030501},"{'white_gazing': 0.1271576505681085, 'distance': 0.042083453594028604}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 25.85330428467683},"{'white_gazing': 0.103137027959332, 'distance': 0.01557244551523432}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 22.628903413217138},"{'white_gazing': 0.09835044667000323, 'distance': 0.22904606032390237}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 37.167755991285404},"{'white_gazing': 0.17245631743377898, 'distance': 0.24111946449019994}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [12,15])}",{'brightness': 25.85330428467683},"{'white_gazing': 0.103137027959332, 'distance': 0.01557244551523432}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 20.653594771241828},"{'white_gazing': 0.10509366043038476, 'distance': 0.5325315592967471}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 22.062454611474223},"{'white_gazing': 0.12945555184736585, 'distance': 1.1016133590922863}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 22.846768336964416},"{'white_gazing': 0.12521265911122567, 'distance': 0.9917372839890481}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.56572258533043},"{'white_gazing': 0.12796991003171, 'distance': 1.1264808157052872}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 22.062454611474223},"{'white_gazing': 0.12945555184736585, 'distance': 1.1016133590922863}",0
"{VisionData(w=0, h=0), CPPN:8:3([2, 2], [14,16])}",{'brightness': 33.56572258533043},"{'white_gazing': 0.12796991003171, 'distance': 1.1264808157052872}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 20.87145969498911},"{'white_gazing': 0.12449349861619707, 'distance': 2.221593843188299}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 20.87145969498911},"{'white_gazing': 0.12449349861619707, 'distance': 2.221593843188299}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 20.87145969498911},"{'white_gazing': 0.12449349861619707, 'distance': 2.221593843188299}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 20.91503267973856},"{'white_gazing': 0.12141130286359425, 'distance': 0.6009328776847807}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 20.87145969498911},"{'white_gazing': 0.12449349861619707, 'distance': 2.221593843188299}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.48729121278141},"{'white_gazing': 0.11338835490211653, 'distance': 1.8359984053822804}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 19.73856209150327},"{'white_gazing': 0.10910584913764607, 'distance': 0.56887654110975}",0
"{VisionData(w=0, h=0), CPPN:8:3([2, 2], [14,16])}",{'brightness': 20.87145969498911},"{'white_gazing': 0.12449349861619707, 'distance': 2.221593843188299}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [12,15])}",{'brightness': 17.182280319535224},"{'white_gazing': 0.1061363426355451, 'distance': 1.0861237078554646}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 33.56572258533043},"{'white_gazing': 0.12796991003171, 'distance': 1.1264808157052872}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 1], [12,15])}",{'brightness': 17.182280319535224},"{'white_gazing': 0.1061363426355451, 'distance': 1.0861237078554646}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.182280319535224},"{'white_gazing': 0.1061363426355451, 'distance': 1.0861237078554646}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.21132897603486},"{'white_gazing': 0.10928951779354393, 'distance': 0.41152983620926264}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.182280319535224},"{'white_gazing': 0.1061363426355451, 'distance': 1.0861237078554646}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.182280319535224},"{'white_gazing': 0.1061363426355451, 'distance': 1.0861237078554646}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 19.12854030501089},"{'white_gazing': 0.0989718592346679, 'distance': 0.23012966821084016}",0
"{VisionData(w=0, h=0), CPPN:8:3([2, 2], [14,16])}",{'brightness': 21.3362381989833},"{'white_gazing': 0.1229916488465659, 'distance': 0.6307578747290583}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 22.614379084967318},"{'white_gazing': 0.12096408579481117, 'distance': 0.8822993646868368}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,14])}",{'brightness': 20.87145969498911},"{'white_gazing': 0.12449349861619707, 'distance': 2.221593843188299}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 25.85330428467683},"{'white_gazing': 0.103137027959332, 'distance': 0.01557244551523432}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,15])}",{'brightness': 21.873638344226578},"{'white_gazing': 0.11817216457833003, 'distance': 0.20135227099848887}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,15])}",{'brightness': 18.03921568627451},"{'white_gazing': 0.11909185542487888, 'distance': 1.6011923127763854}",0
